what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.python.pydev.customizations,1.6.4.2011010200,"org.python.pydev.customizations",1295415344111
stopped,bundle,org.python.pydev.red_core,1.6.4.2011010200,"org.python.pydev.red_core",1295415344112
stopped,bundle,org.python.pydev.debug,1.6.4.2011010200,"org.python.pydev.debug",1295415344125
stopped,bundle,org.python.pydev.refactoring,1.6.4.2011010200,"org.python.pydev.refactoring",1295415344125
stopped,bundle,org.python.pydev,1.6.4.2011010200,"org.python.pydev",1295415344150
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1295415344193
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1295415344193
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1295415344193
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1295415344193
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1295415344193
stopped,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1295415344193
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1295415344201
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1295415344201
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1295415344204
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1295415344209
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1295415344210
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1295415344210
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1295415344210
