what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1295378241893
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1295378241893
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1295378241893
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1295378241893
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1295378241893
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1295378241893
started,bundle,com.python.pydev,1.6.4.2011010200,"com.python.pydev",1295378241893
started,bundle,com.python.pydev.analysis,1.6.4.2011010200,"com.python.pydev.analysis",1295378241893
started,bundle,com.python.pydev.codecompletion,1.6.4.2011010200,"com.python.pydev.codecompletion",1295378241893
started,bundle,com.python.pydev.refactoring,1.6.4.2011010200,"com.python.pydev.refactoring",1295378241893
started,bundle,org.python.pydev,1.6.4.2011010200,"org.python.pydev",1295378241893
started,bundle,org.python.pydev.core,1.6.4.2011010200,"org.python.pydev.core",1295378241893
started,bundle,org.python.pydev.debug,1.6.4.2011010200,"org.python.pydev.debug",1295378241893
started,bundle,org.python.pydev.django,1.6.4.2011010200,"org.python.pydev.django",1295378241893
started,bundle,org.python.pydev.jython,1.6.4.2011010200,"org.python.pydev.jython",1295378241893
started,bundle,org.python.pydev.parser,1.6.4.2011010200,"org.python.pydev.parser",1295378241893
started,bundle,org.python.pydev.red_core,1.6.4.2011010200,"org.python.pydev.red_core",1295378241893
started,bundle,org.python.pydev.refactoring,1.6.4.2011010200,"org.python.pydev.refactoring",1295378241893
os,sysinfo,,,"macosx",1295378241897
arch,sysinfo,,,"x86_64",1295378241897
ws,sysinfo,,,"cocoa",1295378241897
locale,sysinfo,,,"en_US",1295378241897
processors,sysinfo,,,"2",1295378241897
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1295378241897
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3261",1295378241897
java.specification.name,sysinfo,,,"Java Platform API Specification",1295378241897
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295378241897
java.specification.version,sysinfo,,,"1.6",1295378241897
java.vendor,sysinfo,,,"Apple Inc.",1295378241897
java.version,sysinfo,,,"1.6.0_22",1295378241897
java.vm.info,sysinfo,,,"mixed mode",1295378241897
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1295378241897
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1295378241897
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295378241897
java.vm.specification.version,sysinfo,,,"1.0",1295378241897
java.vm.vendor,sysinfo,,,"Apple Inc.",1295378241897
java.vm.version,sysinfo,,,"17.1-b03-307",1295378241897
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242598
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242610
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242611
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242612
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242613
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242614
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242614
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242623
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242624
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242625
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242626
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242627
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242647
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242648
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242649
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242650
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242652
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242653
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242653
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242684
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242756
error,log,,,"Unable to find interpreter named: python2.6. Available: Python 2.6.6  (/opt/local/Library/Frameworks/Python.framework/Versions/2.6/Resources/Python.app/Contents/MacOS/Python)",1295378242818
